"Bezirk (>>) / Gemeinde (......)","Fläche Total 2013/18","-10 Künstlich angelegte Flächen 2013/18",">>10.11 Befestigte Flächen 2013/18",">>10.12 Gebäude 2013/18",">>10.13 Treibhäuser 2013/18",">>10.14 Beetstrukturen 2013/18",">>10.15 Rasen 2013/18",">>10.16 Bäume auf künstlich angelegten Flächen 2013/18",">>10.17 Gemischte Kleinstrukturen 2013/18","-20 Gras-, Krautvegetation 2013/18",">>20.21 Gras-, Krautvegetation 2013/18","-30 Gebüschvegetation 2013/18",">>30.31 Gebüsch 2013/18",">>30.32 Verbuschte Flächen 2013/18",">>30.33 Niederstammobst 2013/18",">>30.34 Reben 2013/18",">>30.35 Gärtnerische Dauerkulturen 2013/18","-40 Baumvegetation 2013/18",">>40.41 Geschlossene Baumbestände 2013/18",">>40.42 Waldecken 2013/18",">>40.43 Waldstreifen 2013/18",">>40.44 Aufgelöste Baumbestände 2013/18",">>40.45 Gebüschwaldbestände 2013/18",">>40.46 Lineare Baumbestände 2013/18",">>40.47 Baumgruppen 2013/18","-50 Vegetationslose Flächen 2013/18",">>50.51 Anstehender Fels 2013/18",">>50.52 Lockergestein 2013/18",">>50.53 Versteinte Flächen 2013/18","-60 Wasser und Feuchtflächen 2013/18",">>60.61 Wasser 2013/18",">>60.62 Gletscher, Firn 2013/18",">>60.63 Nassstandorte 2013/18",">>60.64 Schilfbestände 2013/18"
"443",2082,183,92,30,0,5,26,21,9,1021,1021,0,0,0,0,0,0,857,590,4,29,86,0,30,118,2,1,0,1,19,0,0,19,0
"444",1495,94,59,14,0,2,7,5,7,509,509,13,5,8,0,0,0,870,756,1,16,39,0,18,40,4,1,2,1,5,5,0,0,0
"445",2379,91,56,15,1,1,13,4,1,1475,1475,2,1,1,0,0,0,803,566,6,33,49,0,60,89,1,0,0,1,7,3,0,4,0
"446",2478,197,109,30,0,2,27,18,11,1442,1442,14,11,3,0,0,0,777,481,0,27,143,0,35,91,12,0,10,2,36,0,0,36,0
"448",1626,59,38,6,1,1,6,3,4,736,736,11,6,5,0,0,0,804,619,2,14,77,0,17,75,13,4,7,2,3,1,0,2,0
"449",1346,59,33,8,0,2,4,9,3,450,450,22,16,6,0,0,0,809,620,2,29,57,0,35,66,2,0,1,1,4,2,0,2,0
"450",2375,139,97,17,0,1,13,7,4,547,547,30,18,12,0,0,0,1575,1427,4,22,33,0,31,58,74,18,48,8,10,9,0,1,0
"681",382,28,15,7,0,0,2,0,4,155,155,0,0,0,0,0,0,196,145,1,6,12,0,5,27,3,0,1,2,0,0,0,0,0
"683",716,23,19,1,0,1,1,0,1,339,339,8,4,4,0,0,0,345,274,6,7,14,0,17,27,1,0,1,0,0,0,0,0,0
"687",679,19,12,3,0,1,2,0,1,279,279,2,0,2,0,0,0,377,320,1,11,14,0,10,21,2,0,1,1,0,0,0,0,0
"690",2457,113,70,23,0,2,11,6,1,816,816,25,14,11,0,0,0,1461,1207,12,26,108,0,51,57,40,2,30,8,2,2,0,0,0
"691",946,41,22,7,0,2,5,5,0,396,396,10,3,7,0,0,0,495,374,3,11,29,0,26,52,4,1,1,2,0,0,0,0,0
"692",658,25,14,6,0,2,3,0,0,263,263,1,1,0,0,0,0,368,285,3,13,22,0,23,22,0,0,0,0,1,1,0,0,0
"694",823,26,17,6,0,1,1,1,0,361,361,5,5,0,0,0,0,423,309,4,18,32,0,14,46,5,3,2,0,3,2,0,1,0
"696",471,26,18,5,0,0,2,0,1,228,228,4,2,2,0,0,0,208,151,0,8,19,0,6,24,4,3,1,0,1,1,0,0,0
"700",1968,253,122,56,0,7,36,26,6,579,579,20,14,4,1,1,0,1084,904,8,20,63,0,40,49,17,8,3,6,15,15,0,0,0
"701",861,30,14,8,0,0,4,3,1,255,255,4,3,1,0,0,0,569,467,3,19,36,0,14,30,3,1,0,2,0,0,0,0,0
"703",824,115,63,21,0,0,11,11,9,359,359,9,7,2,0,0,0,333,235,1,9,43,0,10,35,7,0,5,2,1,1,0,0,0
"704",905,28,20,2,0,1,5,0,0,205,205,16,13,3,0,0,0,643,567,1,6,34,0,15,20,6,0,2,4,7,7,0,0,0
"706",1379,54,32,10,0,2,2,3,5,616,616,18,14,4,0,0,0,666,483,3,20,97,0,16,47,5,0,3,2,20,1,0,19,0
"707",426,15,8,4,0,0,3,0,0,181,181,5,2,3,0,0,0,225,149,0,10,37,0,6,23,0,0,0,0,0,0,0,0,0
"708",553,11,9,2,0,0,0,0,0,208,208,9,2,7,0,0,0,322,272,4,12,11,0,7,16,2,0,0,2,1,1,0,0,0
"709",841,18,12,5,0,0,1,0,0,285,285,23,14,9,0,0,0,508,432,4,15,22,0,8,27,4,0,1,3,3,3,0,0,0
"711",689,28,17,5,0,0,4,0,2,310,310,9,7,2,0,0,0,325,226,1,17,33,0,20,28,13,0,11,2,4,2,0,1,1
"713",1481,144,78,19,0,3,27,10,7,705,705,20,9,11,0,0,0,604,493,3,8,36,0,18,46,7,0,7,0,1,0,0,1,0
"715",355,3,1,1,0,1,0,0,0,213,213,1,1,0,0,0,0,138,83,3,1,29,0,8,14,0,0,0,0,0,0,0,0,0
"716",2382,54,42,5,0,4,1,1,1,1084,1084,22,18,4,0,0,0,1211,881,9,27,178,0,33,83,7,2,1,4,4,4,0,0,0
"717",1872,196,102,35,0,3,24,22,10,835,835,10,6,4,0,0,0,792,577,6,27,59,0,33,90,36,0,28,8,3,3,0,0,0
"723",679,116,58,24,0,1,13,10,10,36,36,103,9,3,0,90,1,418,388,3,5,13,0,6,3,5,0,2,3,1,0,0,0,1
"724",2658,73,47,11,0,2,10,3,0,1189,1189,18,8,10,0,0,0,1366,1119,2,14,106,0,47,78,10,1,5,4,2,1,0,0,1
"726",2562,156,97,21,0,3,19,11,5,1250,1250,19,14,5,0,0,0,1130,894,3,27,69,0,41,96,4,0,4,0,3,0,0,2,1
"-242",9757,2447,1145,529,8,74,342,258,91,2859,2859,352,162,42,24,118,6,3791,3366,10,60,133,0,101,121,115,3,93,19,193,129,0,39,25
"371",2120,926,442,228,0,16,108,110,22,157,157,23,17,4,0,2,0,971,913,2,8,20,0,15,13,30,0,24,6,13,12,0,1,0
"372",368,97,33,16,0,0,26,18,4,106,106,8,1,6,0,0,1,155,135,3,4,3,0,3,7,2,0,1,1,0,0,0,0,0
"387",743,155,80,29,0,4,27,10,5,291,291,17,14,2,0,1,0,273,242,0,0,9,0,15,7,5,0,5,0,2,1,0,0,1
"390",436,61,38,7,3,2,3,6,2,237,237,11,9,1,0,0,1,105,83,0,3,8,0,7,4,1,0,1,0,21,20,0,1,0
"392",837,155,85,28,0,10,17,9,6,254,254,26,20,6,0,0,0,389,347,0,6,18,0,5,13,8,0,5,3,5,3,0,1,1
"731",215,62,28,16,1,3,12,1,1,75,75,4,3,1,0,0,0,62,46,0,2,4,0,6,4,2,0,2,0,10,10,0,0,0
"732",382,58,21,14,0,1,13,8,1,188,188,8,7,1,0,0,0,126,106,0,0,9,0,1,10,2,0,2,0,0,0,0,0,0
"733",502,156,69,38,1,14,18,9,7,140,140,11,8,3,0,0,0,155,140,1,1,4,0,3,6,19,0,18,1,21,21,0,0,0
"739",189,91,37,19,0,3,16,9,7,82,82,0,0,0,0,0,0,16,4,0,2,0,0,8,2,0,0,0,0,0,0,0,0,0
"740",175,24,10,2,0,0,3,3,6,5,5,61,10,0,0,51,0,84,78,0,0,3,0,1,2,1,1,0,0,0,0,0,0,0
"742",220,46,16,10,0,0,10,6,4,108,108,18,5,0,13,0,0,44,27,1,3,4,0,1,8,0,0,0,0,4,0,0,0,4
"743",153,122,47,31,0,2,24,17,1,2,2,0,0,0,0,0,0,11,2,0,1,0,0,5,3,0,0,0,0,18,18,0,0,0
"744",394,82,28,22,1,2,11,9,9,140,140,15,10,2,0,0,3,135,114,1,3,8,0,4,5,13,0,11,2,9,9,0,0,0
"745",244,102,33,17,0,5,21,23,3,53,53,3,2,0,1,0,0,73,65,0,0,2,0,2,4,5,0,4,1,8,8,0,0,0
"746",564,85,40,19,0,7,8,7,4,240,240,14,11,2,0,0,1,183,161,1,2,8,0,5,6,15,0,12,3,27,18,0,5,4
"747",209,26,18,3,0,1,3,1,0,111,111,0,0,0,0,0,0,59,49,0,2,1,0,3,4,0,0,0,0,13,5,0,6,2
"748",410,42,22,6,1,1,8,4,0,298,298,3,1,0,2,0,0,62,49,0,3,1,0,6,3,2,0,1,1,3,3,0,0,0
"750",356,69,33,14,1,0,11,4,6,139,139,14,6,0,8,0,0,126,97,0,5,11,0,4,9,6,0,6,0,2,1,0,0,1
"756",1240,88,65,10,0,3,3,4,3,233,233,116,38,14,0,64,0,762,708,1,15,20,0,7,11,4,2,1,1,37,0,0,25,12
"-243",33719,3704,2085,697,39,95,464,196,128,19493,19493,645,315,88,157,26,59,8931,7635,48,178,277,0,348,445,221,1,157,63,725,490,0,104,131
"301",794,189,102,39,1,3,23,14,7,335,335,6,2,3,0,0,1,242,205,1,6,2,0,20,8,3,0,2,1,19,17,0,1,1
"302",787,61,39,11,1,2,7,0,1,545,545,5,5,0,0,0,0,153,130,1,4,0,0,11,7,1,0,1,0,22,22,0,0,0
"303",1514,160,104,21,1,10,14,7,3,915,915,21,11,1,6,1,2,404,353,1,8,5,0,12,25,6,0,4,2,8,6,0,2,0
"304",1800,144,84,33,5,4,9,3,6,1159,1159,37,18,5,4,0,10,359,275,3,17,14,0,22,28,8,0,4,4,93,58,0,5,30
"305",1088,101,66,18,0,3,7,4,3,803,803,8,2,1,5,0,0,167,147,3,1,1,0,7,8,4,0,3,1,5,3,0,1,1
"306",1487,440,228,85,0,10,62,27,28,492,492,37,10,10,4,0,13,488,434,4,12,7,0,20,11,24,0,24,0,6,6,0,0,0
"309",1470,88,48,21,0,9,5,3,2,821,821,15,9,2,4,0,0,479,416,1,17,6,0,12,27,11,1,6,4,56,50,0,2,4
"310",2257,175,115,26,0,6,14,8,6,1422,1422,13,9,2,1,0,1,632,557,3,4,21,0,14,33,13,0,12,1,2,2,0,0,0
"311",1987,200,114,38,0,4,24,14,6,1089,1089,29,20,6,1,0,2,660,603,4,3,9,0,16,25,7,0,6,1,2,2,0,0,0
"312",2088,160,100,35,1,1,14,4,5,1190,1190,45,26,5,7,0,7,687,592,3,10,24,0,20,38,3,0,3,0,3,2,0,0,1
"381",640,83,48,11,0,0,12,7,5,326,326,20,15,3,0,0,2,165,137,0,0,6,0,11,11,14,0,11,3,32,26,0,2,4
"382",362,35,20,6,1,0,5,2,1,224,224,3,1,2,0,0,0,97,87,0,1,1,0,4,4,0,0,0,0,3,3,0,0,0
"383",1264,149,76,32,1,4,19,14,3,569,569,38,26,9,0,0,3,411,347,2,15,17,0,18,12,1,0,0,1,96,89,0,2,5
"385",631,53,33,8,1,2,4,3,2,360,360,11,10,1,0,0,0,203,180,1,1,2,0,8,11,4,0,0,4,0,0,0,0,0
"386",422,59,28,12,0,3,11,3,2,222,222,3,1,0,2,0,0,123,95,1,5,10,0,4,8,1,0,1,0,14,10,0,3,1
"388",1025,103,64,20,0,2,10,6,1,443,443,32,18,9,4,0,1,398,347,3,2,15,0,7,24,18,0,12,6,31,31,0,0,0
"389",65,4,4,0,0,0,0,0,0,44,44,0,0,0,0,0,0,10,7,0,0,0,0,2,1,0,0,0,0,7,4,0,1,2
"391",676,57,32,13,0,1,8,2,1,369,369,11,9,1,0,0,1,238,206,2,3,13,0,6,8,1,0,1,0,0,0,0,0,0
"393",649,60,34,15,0,1,5,2,3,313,313,16,12,4,0,0,0,236,205,0,1,19,0,6,5,3,0,2,1,21,21,0,0,0
"394",706,54,29,14,0,0,9,2,0,516,516,0,0,0,0,0,0,122,110,0,2,1,0,3,6,0,0,0,0,14,2,0,7,5
"491",662,43,30,6,1,0,4,2,0,461,461,7,6,1,0,0,0,151,125,1,1,11,0,2,11,0,0,0,0,0,0,0,0,0
"492",354,54,20,14,0,1,14,3,2,138,138,23,7,0,1,12,3,88,76,0,2,4,0,2,4,0,0,0,0,51,4,0,32,15
"493",357,36,22,6,2,1,4,0,1,248,248,4,3,1,0,0,0,55,49,0,3,0,0,3,0,11,0,9,2,3,2,0,1,0
"494",790,63,42,10,3,0,7,0,1,414,414,25,19,0,2,0,4,256,225,0,3,7,0,9,12,0,0,0,0,32,31,0,1,0
"495",1079,102,59,17,2,3,15,3,3,613,613,24,9,6,6,3,0,265,232,2,7,13,0,8,3,6,0,2,4,69,14,0,22,33
"496",2391,216,135,21,6,4,32,10,8,1567,1567,34,15,4,9,4,2,511,444,2,15,9,0,23,18,16,0,3,13,47,24,0,10,13
"497",539,43,19,4,0,1,13,5,1,206,206,22,7,1,14,0,0,260,209,0,6,18,0,7,20,4,0,1,3,4,0,0,2,2
"498",486,95,59,12,7,2,11,1,3,364,364,6,2,1,0,0,3,10,0,0,2,0,0,4,4,5,0,4,1,6,3,0,3,0
"499",552,38,22,7,0,2,3,0,4,405,405,7,7,0,0,0,0,100,84,2,2,2,0,8,2,0,0,0,0,2,1,0,1,0
"500",471,27,20,5,0,1,1,0,0,346,346,3,2,1,0,0,0,76,62,2,1,2,0,7,2,15,0,14,1,4,3,0,0,1
"501",331,38,16,6,0,2,8,5,1,127,127,9,3,0,0,6,0,156,146,1,0,2,0,1,6,1,0,1,0,0,0,0,0,0
"502",460,59,21,17,0,1,9,7,4,215,215,22,3,1,17,0,1,162,143,1,2,5,0,5,6,2,0,2,0,0,0,0,0,0
"734",296,26,14,5,0,1,3,1,2,254,254,3,0,0,3,0,0,13,1,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0
"735",339,19,13,4,0,0,1,0,1,230,230,35,1,1,33,0,0,55,41,0,1,4,0,2,7,0,0,0,0,0,0,0,0,0
"736",184,27,16,6,1,1,3,0,0,110,110,7,7,0,0,0,0,16,11,0,0,2,0,3,0,14,0,11,3,10,10,0,0,0
"737",345,25,15,4,0,1,3,2,0,167,167,7,6,0,1,0,0,144,116,2,3,13,0,3,7,2,0,2,0,0,0,0,0,0
"738",462,36,18,6,0,3,5,3,1,319,319,4,1,0,2,0,1,103,87,1,2,0,0,8,5,0,0,0,0,0,0,0,0,0
"741",226,23,17,3,0,0,2,1,0,157,157,1,1,0,0,0,0,43,29,0,1,5,0,2,6,1,0,1,0,1,0,0,1,0
"749",275,109,50,37,0,0,16,5,1,96,96,17,4,2,11,0,0,48,39,1,0,0,0,5,3,2,0,2,0,3,3,0,0,0
"751",438,105,42,17,0,3,25,14,4,238,238,19,3,0,16,0,0,51,27,0,7,4,0,6,7,4,0,4,0,21,5,0,5,11
"754",699,63,32,13,4,0,9,2,3,509,509,14,5,4,4,0,1,62,41,0,4,2,0,7,8,15,0,8,7,36,35,0,0,1
"755",271,82,35,19,1,3,14,7,3,152,152,2,0,1,0,0,1,32,15,0,1,1,0,5,10,1,0,1,0,2,1,0,0,1
"-244",33104,3884,2107,752,19,130,504,246,126,17781,17781,334,166,45,26,0,97,10694,8971,66,198,355,0,384,720,160,6,124,30,251,236,0,7,8
"321",987,148,74,35,0,2,25,8,4,420,420,27,16,3,0,0,8,349,285,4,7,18,0,18,17,13,0,10,3,30,27,0,2,1
"322",456,24,15,6,0,0,2,0,1,363,363,4,3,0,0,0,1,63,44,0,1,0,0,3,15,1,0,1,0,1,1,0,0,0
"323",473,40,16,15,0,2,3,2,2,214,214,6,2,0,0,0,4,190,158,2,5,6,0,11,8,1,0,1,0,22,21,0,0,1
"324",567,53,30,10,0,1,7,5,0,315,315,6,6,0,0,0,0,187,171,0,1,8,0,1,6,2,0,2,0,4,4,0,0,0
"325",288,15,11,2,0,0,0,2,0,148,148,4,1,0,0,0,3,121,115,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0
"326",938,56,39,10,0,1,3,2,1,624,624,1,1,0,0,0,0,250,217,1,1,1,0,7,23,3,0,3,0,4,4,0,0,0
"329",2115,536,253,115,2,11,80,52,23,763,763,31,14,5,1,0,11,782,688,1,2,33,0,25,33,2,0,2,0,1,1,0,0,0
"331",620,95,54,12,0,6,15,7,1,290,290,3,3,0,0,0,0,232,215,0,1,6,0,4,6,0,0,0,0,0,0,0,0,0
"332",2317,161,89,27,0,7,16,21,1,1406,1406,9,4,0,5,0,0,732,605,6,8,24,0,29,60,4,0,3,1,5,5,0,0,0
"333",1036,83,39,19,0,8,8,6,3,573,573,8,7,0,0,0,1,369,311,2,9,11,0,13,23,2,0,1,1,1,1,0,0,0
"335",388,21,12,5,0,1,0,2,1,241,241,0,0,0,0,0,0,125,100,2,2,7,0,5,9,0,0,0,0,1,1,0,0,0
"336",197,14,10,2,0,1,1,0,0,116,116,0,0,0,0,0,0,66,58,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0
"337",784,194,117,29,0,5,27,11,5,348,348,7,2,4,1,0,0,223,181,2,9,10,0,15,6,7,0,6,1,5,3,0,2,0
"338",408,68,26,22,0,1,11,7,1,243,243,3,2,0,0,0,1,91,73,1,1,1,0,5,10,1,0,1,0,2,2,0,0,0
"339",646,21,15,2,0,2,2,0,0,427,427,2,1,0,0,0,1,196,158,1,3,8,0,3,23,0,0,0,0,0,0,0,0,0
"340",401,27,12,7,0,2,3,2,1,222,222,1,0,0,0,0,1,150,133,0,0,6,0,2,9,1,0,1,0,0,0,0,0,0
"341",378,35,20,6,0,2,4,1,2,194,194,6,5,0,1,0,0,128,109,0,0,7,0,5,7,3,0,2,1,12,11,0,0,1
"342",968,192,104,34,1,7,27,14,5,464,464,48,6,5,1,0,36,261,234,1,1,6,0,2,17,1,0,1,0,2,2,0,0,0
"344",916,51,34,10,0,4,0,2,1,561,561,3,0,1,1,0,1,299,243,5,6,11,0,12,22,1,0,1,0,1,1,0,0,0
"345",512,70,37,9,0,5,14,2,3,188,188,11,3,1,0,0,7,209,189,0,4,0,0,7,9,7,0,7,0,27,27,0,0,0
"953",1130,71,45,12,1,4,6,2,1,734,734,2,2,0,0,0,0,319,236,0,13,7,0,25,38,4,1,3,0,0,0,0,0,0
"954",1731,242,135,41,0,7,30,20,9,1056,1056,5,1,0,1,0,3,424,314,1,11,14,0,27,57,2,0,0,2,2,2,0,0,0
"959",793,38,26,5,0,0,2,4,1,565,565,0,0,0,0,0,0,189,160,3,3,1,0,3,19,1,0,1,0,0,0,0,0,0
"960",1173,88,60,15,0,2,7,4,0,801,801,1,0,0,1,0,0,281,197,8,17,3,0,23,33,2,0,2,0,0,0,0,0,0
"971",766,79,47,8,0,3,15,3,3,382,382,10,8,0,1,0,1,273,224,4,15,4,0,6,20,18,1,14,3,4,4,0,0,0
"972",140,10,5,3,0,1,0,1,0,70,70,2,2,0,0,0,0,44,30,0,3,5,0,4,2,8,0,7,1,6,6,0,0,0
"973",397,39,19,9,0,4,6,0,1,262,262,7,3,4,0,0,0,87,75,0,0,7,0,2,3,1,0,0,1,1,1,0,0,0
"975",365,17,10,2,0,0,2,2,1,229,229,0,0,0,0,0,0,119,86,0,4,7,0,8,14,0,0,0,0,0,0,0,0,0
"976",317,20,13,4,0,1,0,1,1,166,166,6,6,0,0,0,0,110,79,2,4,11,0,6,8,3,0,1,2,12,12,0,0,0
"977",584,64,33,14,0,3,9,0,5,307,307,11,11,0,0,0,0,199,167,1,1,19,0,4,7,3,0,3,0,0,0,0,0,0
"979",983,256,118,55,0,6,38,29,10,354,354,18,11,5,0,0,2,349,321,1,3,11,0,6,7,4,0,3,1,2,1,0,1,0
"980",338,43,26,7,0,2,4,1,3,161,161,3,1,2,0,0,0,124,110,1,1,2,0,2,8,0,0,0,0,7,4,0,0,3
"981",1987,275,151,53,13,3,41,7,7,884,884,15,8,4,3,0,0,779,691,4,6,20,0,17,41,32,2,26,4,2,2,0,0,0
"982",281,55,21,14,0,2,11,2,5,133,133,0,0,0,0,0,0,91,77,1,0,0,0,5,8,1,0,0,1,1,1,0,0,0
"983",846,115,71,21,0,2,12,4,5,379,379,5,2,1,0,0,2,338,298,0,1,15,0,9,15,5,0,3,2,4,1,0,1,2
"985",1210,49,33,8,0,3,0,4,1,723,723,25,7,0,5,0,13,411,335,3,15,16,0,9,33,1,0,0,1,1,1,0,0,0
"987",513,37,22,7,0,2,3,2,1,263,263,2,1,1,0,0,0,208,151,1,13,8,0,16,19,3,2,1,0,0,0,0,0,0
"988",1684,111,74,17,1,3,10,1,5,961,961,10,7,2,1,0,0,595,529,3,2,11,0,8,42,2,0,2,0,5,5,0,0,0
"989",455,50,29,11,0,3,4,2,1,234,234,3,2,0,1,0,0,166,143,1,2,14,0,2,4,0,0,0,0,2,2,0,0,0
"990",146,14,10,2,0,0,2,0,0,81,81,1,1,0,0,0,0,30,24,0,1,0,0,2,3,6,0,5,1,14,14,0,0,0
"991",308,34,12,7,0,2,9,2,2,153,153,4,3,1,0,0,0,102,90,0,1,5,0,3,3,1,0,1,0,14,14,0,0,0
"992",812,134,61,31,0,4,27,5,6,402,402,7,3,3,1,0,0,227,182,2,8,4,0,15,16,0,0,0,0,42,41,0,1,0
"995",750,139,79,29,1,5,18,4,3,361,361,17,11,3,2,0,1,206,165,2,12,7,0,14,6,13,0,9,4,14,14,0,0,0
"-245",69022,4822,2847,986,11,172,462,193,151,36250,36250,533,279,191,28,0,35,26442,21388,253,1106,1419,32,858,1386,474,97,250,127,501,352,0,147,2
"401",206,49,22,13,0,3,9,1,1,141,141,2,0,1,1,0,0,9,1,0,5,0,0,2,1,1,0,1,0,4,4,0,0,0
"402",661,48,26,12,0,3,2,2,3,395,395,2,1,0,1,0,0,216,200,1,2,4,0,3,6,0,0,0,0,0,0,0,0,0
"404",1560,468,221,117,0,16,59,32,23,397,397,5,3,1,0,0,1,645,564,6,19,32,0,16,8,10,1,9,0,35,30,0,5,0
"405",1547,116,59,26,0,11,8,6,6,933,933,22,15,3,3,0,1,473,391,0,2,52,0,5,23,3,0,1,2,0,0,0,0,0
"406",2191,164,101,28,1,4,19,6,5,1237,1237,33,19,4,1,0,9,729,579,6,22,44,0,30,48,15,0,12,3,13,13,0,0,0
"407",2332,111,75,24,0,3,4,3,2,1389,1389,14,7,4,2,0,1,815,674,17,26,34,0,18,46,0,0,0,0,3,2,0,1,0
"408",149,10,10,0,0,0,0,0,0,101,101,1,1,0,0,0,0,37,31,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0
"409",964,113,73,11,1,2,16,6,4,591,591,6,3,3,0,0,0,245,201,1,4,28,0,4,7,6,0,4,2,3,1,0,2,0
"410",258,17,9,4,0,1,0,0,3,185,185,1,0,1,0,0,0,51,48,0,0,1,0,0,2,3,0,2,1,1,1,0,0,0
"411",332,40,34,4,0,0,2,0,0,205,205,3,2,1,0,0,0,81,59,1,2,13,0,1,5,1,0,0,1,2,2,0,0,0
"412",902,198,109,33,0,6,30,9,11,382,382,20,10,0,2,0,8,288,237,0,9,24,0,6,12,4,0,3,1,10,10,0,0,0
"413",692,111,59,20,0,7,12,11,2,402,402,10,6,0,4,0,0,164,149,0,1,5,0,2,7,3,0,3,0,2,1,0,1,0
"414",1938,124,78,25,0,5,5,4,7,825,825,25,20,2,1,0,2,960,853,6,12,55,0,14,20,1,0,1,0,3,3,0,0,0
"415",604,82,54,20,0,1,3,0,4,323,323,8,7,1,0,0,0,186,157,3,2,16,0,1,7,2,0,0,2,3,3,0,0,0
"418",1413,146,65,28,1,9,36,7,0,774,774,10,10,0,0,0,0,480,379,3,21,40,0,10,27,1,0,1,0,2,2,0,0,0
"420",271,80,35,22,0,2,12,4,5,158,158,1,1,0,0,0,0,27,9,0,1,0,0,7,10,0,0,0,0,5,5,0,0,0
"421",248,13,10,2,0,1,0,0,0,148,148,6,4,2,0,0,0,71,62,0,0,8,0,0,1,7,0,7,0,3,3,0,0,0
"422",133,8,5,1,0,1,0,0,1,107,107,2,1,1,0,0,0,16,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"423",220,11,2,5,0,0,3,0,1,147,147,0,0,0,0,0,0,62,53,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0
"424",2828,151,96,28,1,8,10,6,2,1571,1571,9,8,1,0,0,0,1091,919,10,32,29,0,32,69,3,0,3,0,3,3,0,0,0
"533",1012,153,58,44,0,1,34,10,6,587,587,4,1,3,0,0,0,251,222,1,3,11,0,4,10,3,0,3,0,14,14,0,0,0
"552",1701,210,94,53,0,6,26,18,13,1001,1001,12,8,1,3,0,0,469,397,0,12,23,0,19,18,4,0,4,0,5,5,0,0,0
"554",379,60,38,11,1,3,4,1,2,195,195,1,1,0,0,0,0,116,100,0,7,3,0,4,2,1,0,1,0,6,6,0,0,0
"556",190,17,11,2,0,0,3,1,0,72,72,2,2,0,0,0,0,95,81,0,2,5,0,2,5,0,0,0,0,4,2,0,1,1
"901",6027,203,145,44,1,6,3,1,3,3237,3237,34,13,21,0,0,0,2444,1960,31,138,134,0,82,99,44,5,28,11,65,48,0,17,0
"902",4839,357,204,68,3,13,38,16,15,2362,2362,21,8,10,2,0,1,2076,1680,32,105,54,0,70,135,5,0,4,1,18,18,0,0,0
"903",2116,145,99,27,0,1,13,2,3,1164,1164,8,3,4,0,0,1,787,621,13,49,12,0,37,55,1,0,1,0,11,11,0,0,0
"904",3678,110,82,16,0,6,5,0,1,1609,1609,33,23,9,1,0,0,1892,1628,17,44,110,0,33,60,21,1,12,8,13,12,0,1,0
"905",1720,127,75,29,0,4,9,5,5,1140,1140,0,0,0,0,0,0,438,329,4,25,8,0,30,42,2,0,2,0,13,13,0,0,0
"906",3651,79,56,20,0,0,1,1,1,1804,1804,87,30,56,0,0,1,1291,842,10,98,145,31,66,99,246,90,83,73,144,28,0,116,0
"907",2215,164,107,29,1,10,8,5,4,1208,1208,11,3,6,2,0,0,811,697,9,41,6,0,28,30,8,0,7,1,13,13,0,0,0
"908",6202,145,110,24,0,8,3,0,0,2507,2507,47,20,27,0,0,0,3443,2842,33,160,182,0,81,145,28,0,21,7,32,32,0,0,0
"909",1568,73,44,17,0,0,6,4,2,789,789,7,3,4,0,0,0,680,565,3,36,18,0,23,35,0,0,0,0,19,16,0,3,0
"951",1144,83,56,10,0,3,7,5,2,818,818,2,1,0,1,0,0,237,191,2,8,12,0,9,15,4,0,4,0,0,0,0,0,0
"952",1407,82,51,20,0,4,4,1,2,979,979,5,0,1,0,0,4,338,276,4,8,5,0,21,24,2,0,1,1,1,1,0,0,0
"955",2685,241,152,41,1,10,29,6,2,1702,1702,17,11,3,1,0,2,697,520,8,43,25,0,30,71,13,0,12,1,15,14,0,0,1
"956",1502,137,84,23,0,7,10,6,7,983,983,8,5,1,1,0,1,367,269,3,25,12,0,24,34,2,0,2,0,5,5,0,0,0
"957",5938,298,189,64,0,6,26,10,3,2808,2808,48,27,17,2,0,2,2727,2127,21,90,240,1,94,154,27,0,16,11,30,30,0,0,0
"958",1599,78,49,21,0,1,3,4,0,874,874,6,2,3,0,0,1,637,461,7,49,25,0,47,48,3,0,2,1,1,1,0,0,0
"-246",94264,11391,5905,2174,17,388,1383,883,641,49389,49389,1705,1265,282,79,1,78,29483,23502,211,862,2012,19,1099,1778,701,40,413,248,1595,869,0,658,68
"307",1024,93,50,21,0,3,5,8,6,642,642,11,8,0,0,0,3,275,245,1,1,9,0,3,16,3,0,1,2,0,0,0,0,0
"351",5162,2213,1012,499,3,57,269,255,118,994,994,136,109,20,0,0,7,1681,1469,6,42,60,0,59,45,21,0,13,8,117,109,0,1,7
"352",1659,195,96,34,2,6,13,26,18,703,703,73,59,3,9,0,2,680,589,2,5,42,0,8,34,7,0,3,4,1,0,0,1,0
"353",188,92,42,16,1,1,15,8,9,52,52,3,3,0,0,0,0,32,19,0,4,1,0,4,4,0,0,0,0,9,9,0,0,0
"354",1192,105,56,21,0,2,13,5,8,779,779,12,11,1,0,0,0,287,251,0,0,9,0,6,21,0,0,0,0,9,6,0,3,0
